road	Z2038
km	0.453
type	Box Culvert
lrpName	LRPSa
name	.
length	1.7
condition	A
structureNr	115599
est cost	0
roadName	Jihastala-Shekherchar Road
chainage	0.453
width	4.23
constructionYear	2000
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Narsingdi
lat	23.83775
lon	90.56605555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115599&vRoadID=219&vSurveyYear=2006&vSubdivID=522
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115599&vRoadID=219&vSurveyYear=2006&vSubdivID=522
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115599&vRoadID=219&vSurveyYear=2006&vSubdivID=522
