road	Z5456
km	0.525
type	Truss with Steel Deck
lrpName	LRPSa
name	Mohadebpur Bridge
length	140
condition	A
structureNr	119386
est cost	0
roadName	Mahadebpur-Saraigachhi-Porsha (Nitpur) Road
chainage	0.525
width	
constructionYear	
spans	
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Patnitala
lat	24.9173049 
lon	88.7516667 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119386&vRoadID=547&vSurveyYear=2013&vSubdivID=306
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119386&vRoadID=547&vSurveyYear=2013&vSubdivID=306
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119386&vRoadID=547&vSurveyYear=2013&vSubdivID=306
