road	Z8402
km	0.807
type	Arch Masonry
lrpName	LRPSb
name	.
length	2.4
condition	C
structureNr	112278
est cost	0.05
roadName	Faridpur-Hatgazaria-Char Bhadrassion-Sadarpur Road
chainage	0.807
width	5.6
constructionYear	1994
spans	1
zone	Gopalganj
circle	Faridpur
division	Faridpur
sub-division	Faridpur-2
lat	23.605555555555558
lon	89.84888888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112278&vRoadID=424&vSurveyYear=2004&vSubdivID=341
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112278&vRoadID=424&vSurveyYear=2004&vSubdivID=341
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112278&vRoadID=424&vSurveyYear=2004&vSubdivID=341
