road	N704
km	33.373
type	RCC Girder Bridge
lrpName	LRP033b
name	Balipara Bridge
length	26.9
condition	C
structureNr	119498
est cost	4.483
roadName	Jhenaidah-Kushtia-Paksey Ferry-Dasuria Road
chainage	33.373
width	
constructionYear	
spans	
zone	Khulna
circle	Jessore
division	Kushtia
sub-division	Kushtia
lat	23.8148611 
lon	89.1094167 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119498&vRoadID=53&vSurveyYear=2013&vSubdivID=327
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119498&vRoadID=53&vSurveyYear=2013&vSubdivID=327
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119498&vRoadID=53&vSurveyYear=2013&vSubdivID=327
