road	N708
km	3.574
type	PC Girder Bridge
lrpName	LRP003b
name	Barandipara Bridge
length	30.9
condition	C
structureNr	118828
est cost	0.507
roadName	Jessore Town Old Section alternate Road (Palbari-Board office-Monihar)
chainage	3.574
width	
constructionYear	
spans	
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-2
lat	23.1770549 
lon	89.2184993 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118828&vRoadID=57&vSurveyYear=2013&vSubdivID=324
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118828&vRoadID=57&vSurveyYear=2013&vSubdivID=324
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118828&vRoadID=57&vSurveyYear=2013&vSubdivID=324
