road	Z8203
km	0.193
type	Baily with Steel Deck
lrpName	LRPSa
name	CHOWDURE PARA
length	24.3
condition	D
structureNr	107282
est cost	1.82
roadName	Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road
chainage	0.193
width	3.5
constructionYear	1994
spans	1
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Keraniganj
lat	23.59697222222222
lon	90.31755555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107282&vRoadID=237&vSurveyYear=2004&vSubdivID=517
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107282&vRoadID=237&vSurveyYear=2004&vSubdivID=517
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107282&vRoadID=237&vSurveyYear=2004&vSubdivID=517
