road	Z8203
km	1.192
type	Baily with Steel Deck
lrpName	LRP001a
name	HASHARA(EAST)
length	24.2
condition	D
structureNr	107289
est cost	0.2
roadName	Keraniganj (Sayedpur)-Hashara-Birtara-Singpara-Kajalpur-Nagerhat Road
chainage	1.192
width	3.5
constructionYear	1994
spans	1
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Keraniganj
lat	23.588083333333334
lon	90.31858333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107289&vRoadID=237&vSurveyYear=2004&vSubdivID=517
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107289&vRoadID=237&vSurveyYear=2004&vSubdivID=517
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107289&vRoadID=237&vSurveyYear=2004&vSubdivID=517
