road	R685
km	26.132
type	Slab Culvert
lrpName	LRP027a
name	.
length	3.53
condition	C
structureNr	100928
est cost	0.5
roadName	Rajshahi (Bindur More)-Nawhata-Chowmasia Road
chainage	26.132
width	9.5
constructionYear	1975
spans	1
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-1
lat	24.59111111111111
lon	88.6538888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100928&vRoadID=144&vSurveyYear=2004&vSubdivID=302
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100928&vRoadID=144&vSurveyYear=2004&vSubdivID=302
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100928&vRoadID=144&vSurveyYear=2004&vSubdivID=302
