road	R685
km	32.238
type	RCC Bridge
lrpName	LRP033a
name	Sabaihat Bridge
length	57
condition	A
structureNr	118770
est cost	0
roadName	Rajshahi (Bindur More)-Nawhata-Chowmasia Road
chainage	32.238
width	
constructionYear	
spans	
zone	Rajshahi
circle	Rajshahi
division	Rajshahi
sub-division	Rajshahi-1
lat	24.6435552 
lon	88.6677771 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118770&vRoadID=144&vSurveyYear=2013&vSubdivID=302
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118770&vRoadID=144&vSurveyYear=2013&vSubdivID=302
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118770&vRoadID=144&vSurveyYear=2013&vSubdivID=302
