road	R685
km	61.297
type	PC Girder Bridge
lrpName	LRP062a
name	Bolihar Bridge
length	37.18
condition	A
structureNr	118779
est cost	0
roadName	Rajshahi (Bindur More)-Nawhata-Chowmasia Road
chainage	61.297
width	
constructionYear	
spans	
zone	Rajshahi
circle	Rajshahi
division	Naogaon
sub-division	Naogaon
lat	24.8398886 
lon	88.8126111 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118779&vRoadID=144&vSurveyYear=2013&vSubdivID=305
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118779&vRoadID=144&vSurveyYear=2013&vSubdivID=305
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118779&vRoadID=144&vSurveyYear=2013&vSubdivID=305
