road	N108
km	21.689
type	RCC Girder Bridge
lrpName	LRP021e
name	MISKI RCC GIDER BRIDGE
length	39
condition	A
structureNr	101774
est cost	0
roadName	Keranirhat-Bandarban Road
chainage	21.689
width	7.7
constructionYear	1992
spans	3
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-2
lat	22.189916666666665
lon	92.21516666666668
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101774&vRoadID=8&vSurveyYear=2004&vSubdivID=286
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101774&vRoadID=8&vSurveyYear=2004&vSubdivID=286
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101774&vRoadID=8&vSurveyYear=2004&vSubdivID=286
