road	N108
km	12.506
type	RCC Girder Bridge
lrpName	LRP012d
name	Majherpara Bridge-1
length	13.9
condition	D
structureNr	121525
est cost	165
roadName	Keranirhat-Bandarban Road
chainage	12.506
width	
constructionYear	
spans	
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-2
lat	22.1427774 
lon	92.1757771 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121525&vRoadID=8&vSurveyYear=2013&vSubdivID=286
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121525&vRoadID=8&vSurveyYear=2013&vSubdivID=286
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121525&vRoadID=8&vSurveyYear=2013&vSubdivID=286
