road	N108
km	10.495
type	Box Culvert
lrpName	LRP010b
name	HOLODIA BOX CULVERT
length	2.6
condition	A
structureNr	101755
est cost	0
roadName	Keranirhat-Bandarban Road
chainage	10.495
width	10.2
constructionYear	1983
spans	1
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-2
lat	22.134777777777778
lon	92.16202777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101755&vRoadID=8&vSurveyYear=2004&vSubdivID=286
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101755&vRoadID=8&vSurveyYear=2004&vSubdivID=286
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101755&vRoadID=8&vSurveyYear=2004&vSubdivID=286
