road	N108
km	2.542
type	RCC Girder Bridge
lrpName	LRP002c
name	DOSTIDARHAT BRI;
length	22.2
condition	A
structureNr	101745
est cost	0
roadName	Keranirhat-Bandarban Road
chainage	2.542
width	7.3
constructionYear	1981
spans	3
zone	Chittagong
circle	Rangamati
division	Bandarban
sub-division	Bandarban-2
lat	22.110111111111113
lon	92.09658333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=101745&vRoadID=8&vSurveyYear=2004&vSubdivID=286
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=101745&vRoadID=8&vSurveyYear=2004&vSubdivID=286
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=101745&vRoadID=8&vSurveyYear=2004&vSubdivID=286
