road	Z8416
km	0.789
type	RCC Girder Bridge
lrpName	LRPSc
name	.
length	22.44
condition	C
structureNr	112365
est cost	0.2
roadName	Munshibazar - Hatgazaria Alternative Road
chainage	0.789
width	2.36
constructionYear	1978
spans	3
zone	Gopalganj
circle	Faridpur
division	Faridpur
sub-division	Faridpur-2
lat	23.56527777777778
lon	89.85833333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112365&vRoadID=425&vSurveyYear=2004&vSubdivID=341
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112365&vRoadID=425&vSurveyYear=2004&vSubdivID=341
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112365&vRoadID=425&vSurveyYear=2004&vSubdivID=341
