road	N809
km	13.291
type	Box Culvert
lrpName	LRP013b
name	.
length	13.25
condition	A
structureNr	108048
est cost	0
roadName	Barishal-Laherhat-Veduria-Bhola-Illisha-Maju Chowdhuryhat-Lakshmipur Road
chainage	13.291
width	7.25
constructionYear	1995
spans	2
zone	Barisal
circle	Barisal
division	Barisal
sub-division	Barisal-2
lat	22.695833333333333
lon	90.46083333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108048&vRoadID=66&vSurveyYear=2004&vSubdivID=349
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108048&vRoadID=66&vSurveyYear=2004&vSubdivID=349
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108048&vRoadID=66&vSurveyYear=2004&vSubdivID=349
