road	N809
km	8.842
type	Box Culvert
lrpName	LRP008a
name	.
length	10
condition	B
structureNr	108032
est cost	0.05
roadName	Barishal-Laherhat-Veduria-Bhola-Illisha-Maju Chowdhuryhat-Lakshmipur Road
chainage	8.842
width	9.62
constructionYear	2000
spans	2
zone	Barisal
circle	Barisal
division	Barisal
sub-division	Barisal-2
lat	22.701944444444443
lon	90.42016666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108032&vRoadID=66&vSurveyYear=2004&vSubdivID=349
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108032&vRoadID=66&vSurveyYear=2004&vSubdivID=349
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108032&vRoadID=66&vSurveyYear=2004&vSubdivID=349
