road	Z1132
km	0.38
type	Slab Culvert
lrpName	LRPSd
name	.
length	1.3
condition	A
structureNr	118190
est cost	0
roadName	Khuruskul Bridge-Chowkoldandi-Eidgah Road
chainage	0.38
width	4.4
constructionYear	2000
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar-1
lat	21.444416666666665
lon	91.986
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118190&vRoadID=334&vSurveyYear=2006&vSubdivID=282
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118190&vRoadID=334&vSurveyYear=2006&vSubdivID=282
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118190&vRoadID=334&vSurveyYear=2006&vSubdivID=282
