road	Z1463
km	27.242
type	RCC Bridge
lrpName	LRP028a
name	Solakia 3
length	103
condition	C
structureNr	114575
est cost	0.63
roadName	Lakshmipur (Iterpool)-Dalalbazar-Char Ruhita-Mollarhat-Hajimara-Haiderganj-Raipur Road
chainage	27.242
width	5.6
constructionYear	1980
spans	5
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Ramgonj
lat	23.039333333333335
lon	90.72891666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114575&vRoadID=509&vSurveyYear=2004&vSubdivID=548
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114575&vRoadID=509&vSurveyYear=2004&vSubdivID=548
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114575&vRoadID=509&vSurveyYear=2004&vSubdivID=548
