road	Z8602
km	5.543
type	Box Culvert
lrpName	LRP005f
name	.
length	3.6
condition	C
structureNr	112328
est cost	0.96
roadName	Shariatpur-Naria Road
chainage	5.543
width	7.8
constructionYear	1993
spans	1
zone	Gopalganj
circle	Gopalganj
division	Sariatpur
sub-division	Sariatpur
lat	23.26388888888889
lon	90.39027777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112328&vRoadID=400&vSurveyYear=2004&vSubdivID=580
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112328&vRoadID=400&vSurveyYear=2004&vSubdivID=580
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112328&vRoadID=400&vSurveyYear=2004&vSubdivID=580
