road	R820
km	27.885
type	PC Girder Bridge
lrpName	LRP027a
name	Agla Bazar Bridge
length	36.6
condition	B
structureNr	120208
est cost	0.245
roadName	Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road
chainage	27.885
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Keraniganj
lat	23.6492774 
lon	90.1999441 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120208&vRoadID=169&vSurveyYear=2013&vSubdivID=517
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120208&vRoadID=169&vSurveyYear=2013&vSubdivID=517
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120208&vRoadID=169&vSurveyYear=2013&vSubdivID=517
