road	R820
km	43.964
type	RCC Girder Bridge
lrpName	LRP043a
name	Joypara Old Bridge
length	68
condition	A
structureNr	120210
est cost	0
roadName	Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road
chainage	43.964
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Sreenagar
lat	23.6178882 
lon	90.1139167 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120210&vRoadID=169&vSurveyYear=2013&vSubdivID=519
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120210&vRoadID=169&vSurveyYear=2013&vSubdivID=519
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120210&vRoadID=169&vSurveyYear=2013&vSubdivID=519
