road	R820
km	47.201
type	Baily with Steel Deck
lrpName	LRP047c
name	SHUTAR PARA BAILEY WITH STEEL DECK
length	39.8
condition	B
structureNr	107940
est cost	0.4
roadName	Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road
chainage	47.201
width	3.6
constructionYear	1992
spans	1
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Sreenagar
lat	23.59675
lon	90.13497222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107940&vRoadID=169&vSurveyYear=2004&vSubdivID=519
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107940&vRoadID=169&vSurveyYear=2004&vSubdivID=519
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107940&vRoadID=169&vSurveyYear=2004&vSubdivID=519
