road	R820
km	47.201
type	PC Girder Bridge
lrpName	LRP047c
name	Shutar para Bridge
length	43.7
condition	A
structureNr	120212
est cost	0
roadName	Zinzira-Keraniganj-Nawabganj-Dohar-Srinagar Road
chainage	47.201
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Sreenagar
lat	23.59530992901024
lon	90.13555122440273
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120212&vRoadID=169&vSurveyYear=2013&vSubdivID=519
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120212&vRoadID=169&vSurveyYear=2013&vSubdivID=519
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120212&vRoadID=169&vSurveyYear=2013&vSubdivID=519
