road	N207
km	40.416
type	Box Culvert
lrpName	LRP040b
name	GOMRA BOX CULVERT
length	4.35
condition	D
structureNr	100058
est cost	2
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	40.416
width	9.75
constructionYear	1980
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Moulavi Bazar
lat	24.450138888888887
lon	91.76188888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100058&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100058&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100058&vRoadID=15&vSurveyYear=2004&vSubdivID=554
