road	N207
km	2.997
type	Arch Masonry
lrpName	LRP002d
name	Naturbazar Arch Rcc culvert
length	2.5
condition	C
structureNr	114206
est cost	0
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	2.997
width	6
constructionYear	1978
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.2935
lon	91.53805555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114206&vRoadID=15&vSurveyYear=2004&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114206&vRoadID=15&vSurveyYear=2004&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114206&vRoadID=15&vSurveyYear=2004&vSubdivID=552
