road	N207
km	1.523
type	Steel Beam & RCC Slab
lrpName	LRP001a
name	BINAGOU
length	19.4
condition	C
structureNr	100018
est cost	3.76
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	1.523
width	9.8
constructionYear	1993
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.295833333333334
lon	91.52361111111111
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100018&vRoadID=15&vSurveyYear=2004&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100018&vRoadID=15&vSurveyYear=2004&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100018&vRoadID=15&vSurveyYear=2004&vSubdivID=552
