road	N207
km	65.76
type	Box Culvert
lrpName	LRP066b
name	DAUDPUR BOX CULVERT
length	3
condition	A
structureNr	100071
est cost	0
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	65.76
width	12.6
constructionYear	1993
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Moulavi Bazar
lat	24.609750000000002
lon	91.67802777777779
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100071&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100071&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100071&vRoadID=15&vSurveyYear=2004&vSubdivID=554
