road	N207
km	30.28
type	Box Culvert
lrpName	LRP030b
name	LAMWA CULVERT
length	12.4
condition	A
structureNr	100042
est cost	0
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	30.28
width	12.7
constructionYear	1992
spans	3
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Sreemongal
lat	24.360305555555556
lon	91.74930555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100042&vRoadID=15&vSurveyYear=2004&vSubdivID=555
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100042&vRoadID=15&vSurveyYear=2004&vSubdivID=555
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100042&vRoadID=15&vSurveyYear=2004&vSubdivID=555
