road	R172
km	16.653
type	Box Culvert
lrpName	LRP016a
name	BADARKALI
length	8.4
condition	A
structureNr	114595
est cost	0
roadName	Chokoria-Baderkhali Road
chainage	16.653
width	10
constructionYear	1996
spans	2
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Chakoria
lat	21.71636111111111
lon	91.95041666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114595&vRoadID=88&vSurveyYear=2004&vSubdivID=284
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114595&vRoadID=88&vSurveyYear=2004&vSubdivID=284
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114595&vRoadID=88&vSurveyYear=2004&vSubdivID=284
