road	Z3604
km	6.492
type	Box Culvert
lrpName	LRP006d
name	RAINPUR
length	2
condition	A
structureNr	112789
est cost	0
roadName	Kishoreganj-Hossainpur Road
chainage	6.492
width	5.66
constructionYear	2002
spans	1
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Kishoreganj
lat	24.417166666666667
lon	90.72086111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112789&vRoadID=278&vSurveyYear=2004&vSubdivID=527
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112789&vRoadID=278&vSurveyYear=2004&vSubdivID=527
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112789&vRoadID=278&vSurveyYear=2004&vSubdivID=527
