road	Z3604
km	0.539
type	Slab Culvert
lrpName	LRPSc
name	KISHOREGANJ(3)
length	1.2
condition	A
structureNr	112737
est cost	0
roadName	Kishoreganj-Hossainpur Road
chainage	0.539
width	5.66
constructionYear	1998
spans	1
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Kishoreganj
lat	24.43722222222222
lon	91.77055555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=112737&vRoadID=278&vSurveyYear=2004&vSubdivID=527
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=112737&vRoadID=278&vSurveyYear=2004&vSubdivID=527
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=112737&vRoadID=278&vSurveyYear=2004&vSubdivID=527
