road	R746
km	7.522
type	Box Culvert
lrpName	LRP007c
name	.
length	1.41
condition	A
structureNr	103495
est cost	0
roadName	Meherpur-Mujibnagar (BRD Camp) Road
chainage	7.522
width	10.07
constructionYear	2001
spans	1
zone	Khulna
circle	Jessore
division	Meherpur
sub-division	Meherpur
lat	23.708333333333332
lon	88.61
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103495&vRoadID=152&vSurveyYear=2004&vSubdivID=328
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103495&vRoadID=152&vSurveyYear=2004&vSubdivID=328
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103495&vRoadID=152&vSurveyYear=2004&vSubdivID=328
