road	Z5857
km	0.99
type	Box Culvert
lrpName	LRPSd
name	.
length	3
condition	A
structureNr	115634
est cost	0
roadName	Fulbari-Parbatipur Road
chainage	0.99
width	7.2
constructionYear	1992
spans	1
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Phulbari
lat	25.506527777777777
lon	88.95025
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115634&vRoadID=670&vSurveyYear=2006&vSubdivID=297
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115634&vRoadID=670&vSurveyYear=2006&vSubdivID=297
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115634&vRoadID=670&vSurveyYear=2006&vSubdivID=297
