road	Z1133
km	1.98
type	Box Culvert
lrpName	LRP001e
name	.
length	1.8
condition	A
structureNr	118014
est cost	0
roadName	Whykhong-Shaplapur Road
chainage	1.98
width	5.5
constructionYear	1992
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar - 2
lat	21.11691666666667
lon	92.18097222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118014&vRoadID=345&vSurveyYear=2006&vSubdivID=863
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118014&vRoadID=345&vSurveyYear=2006&vSubdivID=863
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118014&vRoadID=345&vSurveyYear=2006&vSubdivID=863
