road	Z1133
km	0.42
type	PC Girder Bridge
lrpName	LRPSc
name	.
length	13.1
condition	B
structureNr	118007
est cost	0.12
roadName	Whykhong-Shaplapur Road
chainage	0.42
width	3.7
constructionYear	1989
spans	1
zone	Chittagong
circle	Chittagong
division	Cox's Bazar
sub-division	Cox's Bazar - 2
lat	21.11438888888889
lon	92.19402777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118007&vRoadID=345&vSurveyYear=2006&vSubdivID=863
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118007&vRoadID=345&vSurveyYear=2006&vSubdivID=863
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118007&vRoadID=345&vSurveyYear=2006&vSubdivID=863
