road	Z4101
km	31.63
type	Box Culvert
lrpName	LRP031d
name	KORIPARA BOX CULVERT
length	1
condition	B
structureNr	105172
est cost	0
roadName	Jamalpur-Chchua-Muktagachha
chainage	31.63
width	7.3
constructionYear	1995
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Mymensingh
lat	24.77547222222222
lon	90.18119444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105172&vRoadID=281&vSurveyYear=2004&vSubdivID=530
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105172&vRoadID=281&vSurveyYear=2004&vSubdivID=530
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105172&vRoadID=281&vSurveyYear=2004&vSubdivID=530
