road	R312
km	29.78
type	Box Culvert
lrpName	LRP029b
name	LOHADHI CULVERT
length	8.7
condition	C
structureNr	102014
est cost	1.16
roadName	Rajendrapur Chourasta-Kapasia-Toke-Motkhola Road
chainage	29.78
width	4.3
constructionYear	1999
spans	2
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Joydepur-1
lat	24.20761111111111
lon	90.61233333333332
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102014&vRoadID=109&vSurveyYear=2004&vSubdivID=513
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102014&vRoadID=109&vSurveyYear=2004&vSubdivID=513
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102014&vRoadID=109&vSurveyYear=2004&vSubdivID=513
