road	Z4021
km	22.923
type	Box Culvert
lrpName	LRP022c
name	TONKI (2)
length	6
condition	C
structureNr	107877
est cost	0.83
roadName	Jamalpur-Islampur-Dewanganj Road
chainage	22.923
width	7.5
constructionYear	1997
spans	2
zone	Mymensingh
circle	Jamalpur
division	Jamalpur
sub-division	Jamalpur-2
lat	25.03863888888889
lon	89.81877777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107877&vRoadID=280&vSurveyYear=2004&vSubdivID=525
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107877&vRoadID=280&vSurveyYear=2004&vSubdivID=525
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107877&vRoadID=280&vSurveyYear=2004&vSubdivID=525
