road	Z1061
km	0.759
type	Baily with Steel Deck
lrpName	LRPSb
name	LANGOIBANDO
length	22
condition	C
structureNr	106861
est cost	0.87
roadName	Madanganj (Minarbari)-Lalgalbandh Road
chainage	0.759
width	3.5
constructionYear	1985
spans	1
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Vitikandi
lat	23.654083333333332
lon	90.56588888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106861&vRoadID=225&vSurveyYear=2004&vSubdivID=521
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106861&vRoadID=225&vSurveyYear=2004&vSubdivID=521
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106861&vRoadID=225&vSurveyYear=2004&vSubdivID=521
