road	Z1084
km	37.95
type	Box Culvert
lrpName	LRP037a
name	.
length	12.8
condition	A
structureNr	118326
est cost	0
roadName	Muhuriganj-Chittagong Beri Band Road
chainage	37.95
width	13.2
constructionYear	1981
spans	6
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Sitakunda
lat	22.630194444444445
lon	91.59855555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118326&vRoadID=302&vSurveyYear=2006&vSubdivID=271
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118326&vRoadID=302&vSurveyYear=2006&vSubdivID=271
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118326&vRoadID=302&vSurveyYear=2006&vSubdivID=271
