road	Z7405
km	5.275
type	RCC Girder Bridge
lrpName	LRP005b
name	Siddhi Bridge
length	9.5
condition	C
structureNr	119708
est cost	17268
roadName	Shekhpara-Shailkupa-Langalbandh Road
chainage	5.275
width	
constructionYear	
spans	
zone	Khulna
circle	Jessore
division	Jhenaidah
sub-division	Jhenaidah
lat	23.7175271 
lon	89.2003056 
estimated Location	road_chainage
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119708&vRoadID=742&vSurveyYear=2013&vSubdivID=326
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119708&vRoadID=742&vSurveyYear=2013&vSubdivID=326
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119708&vRoadID=742&vSurveyYear=2013&vSubdivID=326
