road	Z1220
km	3.011
type	Box Culvert
lrpName	LRP002g
name	.
length	7.45
condition	A
structureNr	116897
est cost	0
roadName	Rajachapitala-Ramchandrapur-Patchkitta Road
chainage	3.011
width	7.35
constructionYear	2006
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.709194444444442
lon	90.95625
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=116897&vRoadID=468&vSurveyYear=2006&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=116897&vRoadID=468&vSurveyYear=2006&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=116897&vRoadID=468&vSurveyYear=2006&vSubdivID=544
