road	N106
km	49.352
type	Arch Masonry
lrpName	LRP051d
name	GHARA PARA ARCH
length	1
condition	A
structureNr	108212
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	49.352
width	10.3
constructionYear	1965
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.617361111111112
lon	92.10280555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108212&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108212&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108212&vRoadID=6&vSurveyYear=2004&vSubdivID=570
