road	N106
km	40.811
type	Arch Masonry
lrpName	LRP042d
name	RANIARAT ARCH
length	3
condition	B
structureNr	108255
est cost	0.05
roadName	Chittagong-Hathazari-Rangamati Road
chainage	40.811
width	6.3
constructionYear	1969
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.576194444444443
lon	92.04405555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108255&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108255&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108255&vRoadID=6&vSurveyYear=2004&vSubdivID=570
