road	N106
km	51.105
type	Arch Masonry
lrpName	LRP053d
name	KOLA BAGAN ARCH MASONRY
length	4.6
condition	C
structureNr	108100
est cost	1.558
roadName	Chittagong-Hathazari-Rangamati Road
chainage	51.105
width	6.2
constructionYear	1960
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.62825
lon	92.11255555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108100&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108100&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108100&vRoadID=6&vSurveyYear=2004&vSubdivID=570
