road	N106
km	33.689
type	Box Culvert
lrpName	LRP035d
name	BETBUNIA BOX CULVERT
length	3
condition	A
structureNr	108165
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	33.689
width	12.5
constructionYear	1999
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.54538888888889
lon	91.99383333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108165&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108165&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108165&vRoadID=6&vSurveyYear=2004&vSubdivID=570
