road	N106
km	11.826
type	Box Culvert
lrpName	LRP012c
name	DAWANNAGOR CULVERT
length	9.5
condition	C
structureNr	107942
est cost	1
roadName	Chittagong-Hathazari-Rangamati Road
chainage	11.826
width	9.8
constructionYear	1983
spans	2
zone	Chittagong
circle	Chittagong
division	Chittagong
sub-division	Fatikchari
lat	22.49613888888889
lon	91.80744444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=107942&vRoadID=6&vSurveyYear=2004&vSubdivID=270
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=107942&vRoadID=6&vSurveyYear=2004&vSubdivID=270
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=107942&vRoadID=6&vSurveyYear=2004&vSubdivID=270
