road	N106
km	53.64
type	Arch Masonry
lrpName	LRP055b
name	BOTH BANI CULVERT
length	2
condition	A
structureNr	108069
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	53.64
width	10.3
constructionYear	1965
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.641277777777777
lon	92.12272222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108069&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108069&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108069&vRoadID=6&vSurveyYear=2004&vSubdivID=570
