road	N106
km	30.727
type	Arch Masonry
lrpName	LRP032c
name	GODAR PAR ARCH
length	11.7
condition	A
structureNr	108009
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	30.727
width	7.9
constructionYear	1965
spans	3
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.541
lon	91.97247222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108009&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108009&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108009&vRoadID=6&vSurveyYear=2004&vSubdivID=570
