road	N106
km	52.654
type	Arch Masonry
lrpName	LRP054c
name	KOBAGON ARCH MASONRY
length	1.2
condition	A
structureNr	108075
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	52.654
width	10.3
constructionYear	1970
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.639694444444444
lon	92.11533333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108075&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108075&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108075&vRoadID=6&vSurveyYear=2004&vSubdivID=570
