road	N106
km	36.819
type	Slab Culvert
lrpName	LRP038e
name	RANGUNID
length	3
condition	A
structureNr	108225
est cost	0
roadName	Chittagong-Hathazari-Rangamati Road
chainage	36.819
width	12.6
constructionYear	2002
spans	1
zone	Chittagong
circle	Rangamati
division	Rangamati
sub-division	Rangamati-1
lat	22.55311111111111
lon	92.01797222222223
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=108225&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=108225&vRoadID=6&vSurveyYear=2004&vSubdivID=570
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=108225&vRoadID=6&vSurveyYear=2004&vSubdivID=570
