road	R760
km	47.273
type	Slab Culvert
lrpName	LRP047b
name	.
length	2.5
condition	C
structureNr	103960
est cost	2
roadName	Khulna-Chuknagar-Satkhira Road
chainage	47.273
width	9.8
constructionYear	1985
spans	1
zone	Khulna
circle	Khulna
division	Satkhira
sub-division	Satkhira-1
lat	22.767777777777777
lon	89.15916666666668
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103960&vRoadID=158&vSurveyYear=2004&vSubdivID=321
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103960&vRoadID=158&vSurveyYear=2004&vSubdivID=321
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103960&vRoadID=158&vSurveyYear=2004&vSubdivID=321
