road	R760
km	19.704
type	PC Girder Bridge
lrpName	LRP020a
name	.
length	89.02
condition	B
structureNr	103823
est cost	0.08
roadName	Khulna-Chuknagar-Satkhira Road
chainage	19.704
width	9.1
constructionYear	1990
spans	3
zone	Khulna
circle	Khulna
division	Khulna
sub-division	Khulna-2
lat	22.815
lon	89.38861111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103823&vRoadID=158&vSurveyYear=2004&vSubdivID=318
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103823&vRoadID=158&vSurveyYear=2004&vSubdivID=318
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103823&vRoadID=158&vSurveyYear=2004&vSubdivID=318
