road	R760
km	41.095
type	Box Culvert
lrpName	LRP041b
name	.
length	2.9
condition	A
structureNr	103895
est cost	0
roadName	Khulna-Chuknagar-Satkhira Road
chainage	41.095
width	11.55
constructionYear	2002
spans	1
zone	Khulna
circle	Khulna
division	Satkhira
sub-division	Satkhira-1
lat	22.784444444444446
lon	89.21138888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103895&vRoadID=158&vSurveyYear=2004&vSubdivID=321
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103895&vRoadID=158&vSurveyYear=2004&vSubdivID=321
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103895&vRoadID=158&vSurveyYear=2004&vSubdivID=321
