road	R760
km	53.322
type	RCC Girder Bridge
lrpName	LRP053c
name	Binerpota bridge
length	75
condition	C
structureNr	118940
est cost	0.016
roadName	Khulna-Chuknagar-Satkhira Road
chainage	53.322
width	
constructionYear	
spans	
zone	Khulna
circle	Khulna
division	Satkhira
sub-division	Satkhira-1
lat	22.7515278 
lon	89.1041389 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118940&vRoadID=158&vSurveyYear=2013&vSubdivID=321
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118940&vRoadID=158&vSurveyYear=2013&vSubdivID=321
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118940&vRoadID=158&vSurveyYear=2013&vSubdivID=321
