road	Z5002
km	49.333
type	RCC Girder Bridge
lrpName	LRP049e
name	.
length	21.45
condition	A
structureNr	110730
est cost	0
roadName	Thakurgaon-Nekmand-Pirganj-Birganj Road
chainage	49.333
width	7.5
constructionYear	1987
spans	1
zone	Rangpur
circle	Dinajpur
division	Thakurgaon
sub-division	Thakurgaon
lat	25.85977777777778
lon	88.36816666666665
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110730&vRoadID=660&vSurveyYear=2004&vSubdivID=298
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110730&vRoadID=660&vSurveyYear=2004&vSubdivID=298
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110730&vRoadID=660&vSurveyYear=2004&vSubdivID=298
