road	Z5002
km	0.921
type	Arch Masonry
lrpName	LRPSb
name	.
length	2.45
condition	A
structureNr	110303
est cost	0
roadName	Thakurgaon-Nekmand-Pirganj-Birganj Road
chainage	0.921
width	5.88
constructionYear	1987
spans	1
zone	Rangpur
circle	Dinajpur
division	Thakurgaon
sub-division	Thakurgaon
lat	26.044444444444448
lon	88.41444444444446
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110303&vRoadID=660&vSurveyYear=2004&vSubdivID=298
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110303&vRoadID=660&vSurveyYear=2004&vSubdivID=298
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110303&vRoadID=660&vSurveyYear=2004&vSubdivID=298
