road	Z5209
km	8.262
type	Slab Culvert
lrpName	LRP009d
name	.
length	1.4
condition	B
structureNr	110030
est cost	0.01
roadName	Singra-Gurudaspur-Chatmohor Road
chainage	8.262
width	4.83
constructionYear	1990
spans	1
zone	Rajshahi
circle	Pabna
division	Natore
sub-division	Natore-1
lat	24.45138888888889
lon	89.15361111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110030&vRoadID=597&vSurveyYear=2004&vSubdivID=315
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110030&vRoadID=597&vSurveyYear=2004&vSubdivID=315
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110030&vRoadID=597&vSurveyYear=2004&vSubdivID=315
