road	Z3033
km	0.408
type	Slab Culvert
lrpName	LRPSb
name	JOBLIGHAT
length	1.5
condition	A
structureNr	104790
est cost	0
roadName	Mymensingh-Gafargaon-Toke Road
chainage	0.408
width	5.66
constructionYear	1972
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Mymensingh
lat	24.761388888888888
lon	90.40905555555557
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104790&vRoadID=243&vSurveyYear=2004&vSubdivID=530
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104790&vRoadID=243&vSurveyYear=2004&vSubdivID=530
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104790&vRoadID=243&vSurveyYear=2004&vSubdivID=530
