road	Z3033
km	33.968
type	RCC Girder Bridge
lrpName	LRP034d
name	CHARPARA
length	12.9
condition	C
structureNr	104803
est cost	4.68
roadName	Mymensingh-Gafargaon-Toke Road
chainage	33.968
width	3.6
constructionYear	1972
spans	2
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Bhaluka
lat	24.503722222222223
lon	90.51977777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104803&vRoadID=243&vSurveyYear=2004&vSubdivID=529
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104803&vRoadID=243&vSurveyYear=2004&vSubdivID=529
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104803&vRoadID=243&vSurveyYear=2004&vSubdivID=529
