road	Z3033
km	9.971
type	Slab Culvert
lrpName	LRP009d
name	SULIKALI
length	1.5
condition	B
structureNr	104822
est cost	0.12
roadName	Mymensingh-Gafargaon-Toke Road
chainage	9.971
width	7
constructionYear	1980
spans	1
zone	Mymensingh
circle	Mymensingh
division	Mymensingh
sub-division	Mymensingh
lat	24.69113888888889
lon	90.4568888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104822&vRoadID=243&vSurveyYear=2004&vSubdivID=530
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104822&vRoadID=243&vSurveyYear=2004&vSubdivID=530
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104822&vRoadID=243&vSurveyYear=2004&vSubdivID=530
