road	R504
km	8.717
type	Baily with Steel Deck
lrpName	LRP008c
name	Gola kata Bridge
length	73.88
condition	B
structureNr	120113
est cost	0.729
roadName	Hemayetpur-Singair-Manikganj Road
chainage	8.717
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Manikganj
lat	23.8058611 
lon	90.1935552 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120113&vRoadID=121&vSurveyYear=2013&vSubdivID=515
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120113&vRoadID=121&vSurveyYear=2013&vSubdivID=515
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120113&vRoadID=121&vSurveyYear=2013&vSubdivID=515
