road	R504
km	7.982
type	Baily with Steel Deck
lrpName	LRP007c
name	Bhum Dokhin Bridge
length	36.95
condition	B
structureNr	120111
est cost	0.034
roadName	Hemayetpur-Singair-Manikganj Road
chainage	7.982
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Manikganj
sub-division	Manikganj
lat	23.8059722 
lon	90.2074167 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120111&vRoadID=121&vSurveyYear=2013&vSubdivID=515
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120111&vRoadID=121&vSurveyYear=2013&vSubdivID=515
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120111&vRoadID=121&vSurveyYear=2013&vSubdivID=515
